name,image,classification,street_name_adress,parking,info,call,hardness,latitude,tag,,
심원사,0,지역사찰,대구 달성군 화원읍 명천로 372,유,-,-,128.4853205,35.79103298,#사찰 #한적한,,
향련사,0,지역사찰,대구 수성구 파동로 163-1,유,-,053-763-0543,128.6169881,35.81790813,#사찰 #한적한,,
도원사,0,지역사찰,대구 남구 현충로 205 2층,유,-,010-4725-2774,128.3824609,35.6079409,#사찰 #한적한,,
금호정사,0,지역사찰,대구 수성구 고모동 33-1,유,-,053-791-0328,128.6674193,35.87059108,#사찰 #한적한,,
경북대학교대구캠퍼스일청담,0,지역호수/저수지,대구 북구 대현동 25,유,-,-,128.6121256,35.88869028,#자연 #한적한 #저수지,,
지장사,0,유명사찰,대구 서구 평리로 198,유,-,-,128.6342276,35.86449332,#사찰 #한적한,,
무학사,0,지역사찰,대구 서구 가르뱅이로7길 110,유,-,-,128.5260595,35.8741363,#사찰 #한적한,,
문창공영당,0,서원/향교/서당,대구 동구 도평로38길 51,유,-,-,128.6631632,35.91528596,#자연 #서원 #한적한,,
부동지,0,지역호수/저수지,대구 동구 부동 125-1,유,-,-,128.4470554,35.70369726,#자연 #한적한 #저수지,,
모산지,0,지역호수/저수지,대구 수성구 매호동,유,-,-,128.7153074,35.84773798,#자연 #한적한 #저수지,,
정토회,0,지역사찰,대구 중구 명륜로 102 남산빌딩 2층,유,-,053-256-8993,128.6456796,35.8742722,#사찰 #한적한,,
법성사,0,지역사찰,대구 서구 달서로25길 5-1,유,-,053-553-5371,128.6175193,35.87192072,#사찰 #한적한,,
오토바이골목,0,먹거리/패션거리,대구 중구 인교동,유,-,-,128.5837476,35.87237703,#특산물,,
상성폭포,0,폭포/계곡,대구 달성군 유가읍 휴양림길 481,유,-,-,128.4887595,35.70219647,#자연 #나들이 #폭포,,
동국사,0,지역사찰,대구 중구 달성공원로10길 17,유,-,053-424-9940,128.5806464,35.8744288,#사찰 #한적한,,
행대심인당,0,지역사찰,대구 수성구 수성로29길 27,유,-,053-763-5430,128.6102049,35.83879788,#사찰 #한적한,,
대구수제화골목,0,먹거리/패션거리,대구 중구 향촌동 9-2,유,-,-,128.594393,35.87318956,#특산물 #먹거리,,
용문폭포,0,폭포/계곡,대구 달성군 화원읍 본리리 1138,유,-,-,128.5279518,35.78181812,#물놀이 #산책로,,
가청지,0,지역호수/저수지,대구 동구 진인동 493,유,-,-,128.7175848,35.95519677,#자연 #한적한 #저수지,,
대윤사,0,지역사찰,대구 서구 북비산로74길 29,유,-,053-652-5966,128.5761125,35.87773866,#사찰 #한적한,,
예성공예,0,토속/특산물/기념품매장,대구 동구 팔공로28길 73,유,-,053-981-6117,128.6485432,35.9113417,#특산물,,
천운사,0,지역사찰,대구 달서구 진천로 13,유,-,053-632-5497,128.5985424,35.84229964,#사찰 #한적한,,
해룡사,0,지역사찰,대구 남구 고산3길 60,유,-,053-471-7769,128.6024714,35.8304682,#사찰 #한적한,,
호암사,0,지역사찰,대구 동구 위남로 66,유,-,053-983-2157,128.6347229,35.92979749,#사찰 #한적한,,
대구약령시한방문화축제,0,지역축제,대구 중구 달구벌대로415길 49 약전골목,유,-,053-253-4729,128.5898758,35.86824752,#축제,,
최정심인당,0,지역사찰,대구 달서구 성서동로 355-19,유,-,053-585-3220,128.5128851,35.85233553,#사찰 #한적한,,
작은동물원,0,동물원,대구 수성구 국채보상로 936,유,-,-,128.6369324,35.87212459,#포토존,,
신서지,0,지역호수/저수지,대구 동구 신서동 976,유,-,-,128.7266111,35.87992076,#자연 #한적한 #저수지,,
연호지,0,지역호수/저수지,대구 수성구 삼덕동 11,유,-,-,128.6773278,35.83975807,#나들이,,
에코테마파크대구숲,0,일반관광지,대구 달성군 가창면 용계리 산 132,유,"자연 속에 위치한 참여형 스토리텔링 에코테마파크, 대구숲! 산책과 휴식 그리고 놀이까지 가능한 거대한 숲에서 잊지못할 추억을 만들어보세요 ※ 주차가능, 대형버스주차가능",-,128.6266828,35.79313126,#단풍명소 #아이와놀자 #포토존,,
반야선원,0,지역사찰,대구 달서구 상화북로 195-11 4층,유,-,053-582-7077,128.6389994,35.84007521,#사찰 #한적한,,
관오사,0,지역사찰,대구 남구 이천로26길 9,유,-,053-471-6640,128.5991606,35.8523037,#사찰 #한적한,,
월천사,0,지역사찰,대구 동구 도평로43길 76-42,유,-,-,128.6637714,35.92548983,#사찰 #한적한,,
극락사,0,지역사찰,대구 남구 명덕로54길 31,유,-,053-473-2002,128.6077262,35.83521666,#사찰 #한적한,,
LH대구경북본부분양홍보관,0,일반관광지,대구 달성군 화원읍 화암로 18,유,-,-,128.4902011,35.79695036,#기타,,
돼지골목,0,먹거리/패션거리,대구 중구 서성로1가,유,-,-,128.5867915,35.8722088,#먹거리 #특산물,,
하동지,0,지역호수/저수지,대구 달성군 논공읍 하리 331,유,-,-,128.4342596,35.74359369,#자연 #한적한 #저수지,,
대덕제,0,지역축제,"대구 남구 현충로 170 영남이공대학, 대덕 문화전당, 앞산 일원",유,-,053-664-2171,128.5822975,35.84699384,#축제,,
운암지,0,지역호수/저수지,대구 북구 구암동 349,유,-,-,128.5674693,35.93223779,#나들이 #산책로,,
용문지,0,지역호수/저수지,대구 달성군 화원읍 본리리,유,-,-,128.5398535,35.76814213,#자연 #한적한 #저수지,,
다리지,0,지역호수/저수지,대구 동구 도동,유,-,-,128.6696905,35.93298807,#자연 #한적한 #저수지,,
지산정사,0,지역사찰,대구 수성구 청수로40길 73-4,유,-,-,128.630008,35.83566157,#사찰 #한적한,,
동대사,0,지역사찰,대구 수성구 달구벌대로541길 79-25,유,-,053-795-1357,128.6610355,35.85986763,#사찰 #한적한,,
대자비원,0,지역사찰,대구 북구 연암공원로11길 20,유,-,053-942-9544,128.5994914,35.89778478,#자연 #한적한 #저수지,,
운곡사,0,지역사찰,대구 수성구 범안로65길 149,유,-,053-791-0469,128.6560758,35.8291858,#사찰 #한적한,,
법왕사,0,지역사찰,대구 서구 새방로29길 20,유,-,-,128.524925,35.88147627,#사찰 #한적한,,
화정사,0,지역사찰,대구 중구 큰장로28길 28,유,-,-,128.5674713,35.93639394,#사찰 #한적한,,
무불사,0,지역사찰,대구 달서구 당산로 27,유,-,053-553-2197,128.5442511,35.84010787,#사찰 #한적한,,
북문로데오거리,0,먹거리/패션거리,대구 북구 대학로15길 7,유,-,-,128.608218,35.89262861,#나들이,,
순종어가길,0,먹거리/패션거리,대구 중구 달성로22길 51,유,-,-,128.5849657,35.87472308,#특산물,,
팔공산순환도로가로수길,0,먹거리/패션거리,대구 동구 용수동,유,-,-,128.6844453,35.99234969,#단풍명소 #드라이브명소,,
금호지,0,지역호수/저수지,대구 북구 금호동 609-1,유,-,-,128.5269585,35.90914784,#나들이 #드라이브명소 #벚꽃명소 #산책로 #포토존,,
대구산업공구골목,0,일반관광지,대구 중구 인교동,유,-,-,128.5828645,35.87349284,#나들이,,
대덕암,0,지역사찰,대구 수성구 상화로4길 7,유,-,-,128.6098415,35.83436869,#사찰 #한적한,,
대원사,0,지역사찰,대구 서구 당산로 251,유,-,-,128.6242174,35.94750369,#사찰 #한적한,,
내관지,0,지역호수/저수지,대구 수성구 대흥동 646-90,유,-,-,128.685676,35.81905743,#단풍명소 #벚꽃명소 #산책로,,
안박실못,0,지역호수/저수지,대구 달성군 가창면 상원리,유,-,-,128.6696078,35.78930854,#자연 #한적한 #저수지,,
서당골못,0,지역호수/저수지,대구 달성군 가창면 행정리 709,유,-,-,128.6573473,35.78744131,#자연 #한적한 #저수지,,
청계사,0,지역사찰,대구 수성구 월드컵로 2-50,유,-,-,128.6801368,35.80977429,#사찰 #한적한,,
남지장사,0,지역사찰,대구 달성군 가창면 남지장사길 95,유,-,053-768-9920,128.6308321,35.73505593,#사찰 #한적한,,
안성사,0,지역사찰,대구 수성구 고모로28길 32,유,-,053-794-0714,128.6856366,35.85381332,#사찰 #한적한,,
광불사,0,지역사찰,대구 달서구 구마로39길 16 2층,유,-,-,128.5489195,35.83819194,#사찰 #한적한,,
기남지,0,지역호수/저수지,대구 달성군 화원읍 명곡리,유,-,-,128.5131371,35.77063728,#자연 #한적한 #저수지,,
박곡지,0,지역호수/저수지,대구 달성군 다사읍 박곡리 85,유,-,-,128.4899991,35.88909997,#자연 #한적한 #저수지,,
내상지,0,지역호수/저수지,대구 동구 내동,유,-,-,128.6604901,35.96972783,#자연 #한적한 #저수지,,
희락심인당,0,지역사찰,대구 중구 명륜로12길 33-22,유,-,053-254-1470,128.5885214,35.86183688,#사찰 #한적한,,
반야사,0,지역사찰,대구 남구 안골3길 15,유,-,053-652-6116,128.6177485,35.95123494,#사찰 #한적한,,
통천사,0,유명사찰,대구 동구 아양로 260-8,유,-,053-941-3503,128.6420749,35.88733194,#사찰 #한적한,,
원정사,0,지역사찰,대구 북구 칠곡중앙대로125길 19-1,유,-,053-321-3853,128.5518541,35.95254758,#사찰 #한적한,,
송골못,0,지역호수/저수지,대구 달성군 화원읍 명곡리,유,-,-,128.5074591,35.78034392,#자연 #한적한 #저수지,,
상원지,0,지역호수/저수지,대구 달성군 가창면 상원리 621,유,-,-,128.6754727,35.77172633,#자연 #한적한 #저수지,,
관등사,0,지역사찰,대구 수성구 만촌로 66,유,-,053-741-5875,128.644451,35.8648822,#사찰 #한적한,,
반야정사,0,지역사찰,대구 서구 당산로 263,유,-,-,128.7291719,35.95098143,#사찰 #한적한,,
영천사,0,지역사찰,대구 중구 큰장로26길 5,유,-,-,128.5280345,35.91594632,#사찰 #한적한,,
치킨체험테마파크땅땅랜드,0,테마공원/대형놀이공원,대구 동구 팔공로 220-2,유,"치킨체험 테마파크 땅땅치킨랜드~!! 직접 만들고 먹고 즐기는 치킨+버거체험장!! 치킨과 함께하는 축제의 현장~!! 땅땅치킨랜드로 여러분을 초대합니다 체험 하시려면 꼭!! 전화예약 하시고 방문하셔야 합니다. 체험 가능 한 어린이 기준은 36개월 이상 13세 이하까지입니다. (단, 어린이 체험 단독 불가, 예약할 경우 성인 최소 1명 체험비 추가로 지불하고 동반 체험 필수)",-,128.6416742,35.91752063,#나들이 #이색,,
타올거리,0,먹거리/패션거리,대구 중구 동산동 44,유,-,-,128.5830318,35.87066159,#특산물,,
와이알,0,토속/특산물/기념품매장,대구 달서구 상인로 76,유,-,053-643-6726,128.5482039,35.81496276,#특산물,,
도곡지,0,지역호수/저수지,대구 북구 서변동,유,-,-,128.5896252,35.93346209,#자연 #한적한 #저수지,,
광덕사,0,지역사찰,대구 달성군 가창면 헐티로 1190,유,-,053-763-0068,128.614259,35.83752152,#사찰 #한적한,,
금강반야사,0,지역사찰,대구 남구 안골3길 15,유,-,053-652-6116,128.5776098,35.83629785,#사찰 #한적한,,
경전심인당,0,지역사찰,대구 북구 복현로 17,유,-,053-953-2662,128.6231246,35.89396769,#사찰 #한적한,,
무릉도원관광농원,0,관광농원/허브마을,대구 달성군 옥포읍 옥포로111길 85-6,유,-,053-611-3285,128.494996,35.74133794,#제로페이,,
수태골계곡,0,폭포/계곡,대구 동구 신무동,유,-,-,128.7122715,35.98923953,#나들이 #단풍명소 #물놀이,,
안심습지,0,일반관광지,대구 동구 대림동 643,유,-,-,128.7504611,35.86523422,#자연 #습지 #한적한,,
성재서당,0,서원/향교/서당,대구 동구 미대길 120,유,-,-,128.6682702,35.96654616,#자연 #서원 #한적한,,
낙동서원,0,서원/향교/서당,대구 달서구 송현로7길 32,유,-,-,128.5455117,35.81972858,#자연 #서원 #한적한,,
마수지,0,지역호수/저수지,대구 달성군 화원읍 명곡리 930,유,-,-,128.4928489,35.79382339,#봄나들이 #산책로,,
골밭실못,0,지역호수/저수지,대구 북구 국우동 529,유,-,-,128.5816068,35.94097342,#자연 #한적한 #저수지,,
천황사,0,지역사찰,대구 서구 통학로 80-1,유,-,010-5766-8047,128.580265,35.88551486,#사찰 #한적한,,
달마사,0,지역사찰,대구 수성구 달구벌대로 3065,유,-,-,128.6924228,35.84321978,#사찰 #한적한,,
곱창골목,0,먹거리/패션거리,대구 남구 대명동,유,-,-,128.5745153,35.83679718,#나들이,,
황금꽃식물원,0,식물원,대구 동구 팔공로 875,유,-,053-985-8889,128.6744669,35.9563418,#한적한 #식물원 #산책로,,
예현지,0,지역호수/저수지,대구 달성군 구지면 예현리 524,유,-,-,128.4321501,35.63621891,#자연 #한적한 #저수지,,
수명사,0,지역사찰,대구 달서구 당산로24길 19,유,-,053-654-8050,128.5463538,35.84689174,#사찰 #한적한,,
닭똥집명물거리,0,먹거리/패션거리,대구 동구 신암동 597,유,-,-,128.6188985,35.88284307,#먹거리 #특산물,,
대성사,0,유명사찰,대구 달서구 장기로 52,유,-,053-624-0542,128.5553312,35.8433759,#사찰 #한적한,,
감로사,0,지역사찰,대구 서구 국채보상로34길 39-11,유,-,053-571-6938,128.5967153,35.85082179,#사찰 #한적한,,
가실지,0,지역호수/저수지,대구 달성군 하빈면 무등리,유,-,-,128.4670333,35.92291576,#자연 #한적한 #저수지,,
대신지,0,지역호수/저수지,대구 동구 신용동 50,유,-,-,128.6414321,35.98793003,#자연 #한적한 #저수지,,
보명사,0,지역사찰,대구 중구 중앙대로 464,유,-,053-422-1358,128.4789789,35.70240373,#사찰 #한적한,,
미타사,0,지역사찰,대구 북구 공항로 10-12 3층,유,-,-,128.6647069,35.94854084,#사찰 #한적한,,
대월사,0,지역사찰,대구 동구 팔공로 375,유,-,053-983-7625,128.6425993,35.932532,#사찰 #한적한,,
동명사,0,지역사찰,대구 달성군 가창면 가창로155길 45,유,-,053-767-6868,128.6393563,35.78084451,#사찰 #한적한,,
견성사,0,지역사찰,대구 중구 북성로4길 60-2,유,-,053-253-7766,128.5850502,35.87162049,#사찰 #한적한,,
공구상골목,0,먹거리/패션거리,대구 중구 서성로13길 79,유,-,-,128.5829511,35.87172599,#특산물,,
이인성사과나무거리,0,먹거리/패션거리,대구 북구 동북로37길 58-16,유,-,-,128.6122995,35.90342353,#특산물 #먹거리,,
대진지,0,지역호수/저수지,대구 수성구 대흥동 907,유,-,-,128.691423,35.83376686,#산책로,,
사방지,0,지역호수/저수지,대구 달성군 현풍읍 자모리,유,-,-,128.3883846,35.6844432,#자연 #한적한 #저수지,,
백팔사찰순례단,0,지역사찰,대구 수성구 수성로32길 41-5,유,-,053-475-1070,128.5991606,35.8523037,#사찰 #한적한,,
보은사,0,지역사찰,대구 달서구 조암남로14길 54,유,-,053-639-6684,128.7286478,35.97184986,#사찰 #한적한,,
대구닭똥집골목,0,먹거리/패션거리,대구 동구 신암1동,유,-,-,128.6197688,35.88265131,#나들이,,
원당지,0,지역호수/저수지,대구 달성군 화원읍 명곡리,유,-,-,128.5072513,35.78602401,#자연 #한적한 #저수지,,
서당지,0,지역호수/저수지,대구 달성군 하빈면 무등리,유,-,-,128.663166,35.86018042,#자연 #한적한 #저수지,,
강동지,0,지역호수/저수지,대구 동구 봉무동,유,-,-,128.6446811,35.92868726,#자연 #한적한 #저수지,,
터실못,0,지역호수/저수지,대구 달성군 하빈면 기곡리,유,-,-,128.4363495,35.91916063,#자연 #한적한 #저수지,,
여래사,0,지역사찰,대구 동구 팔공산로 1467-30,유,-,053-983-1979,128.4371109,35.72910731,#사찰 #한적한,,
청용사,0,지역사찰,대구 달서구 송현로8길 60-3 1층,유,-,-,128.5573897,35.87324332,#사찰 #한적한,,
에스지아이,0,지역사찰,대구 북구 침산로 52,유,-,053-522-8884,128.5536612,35.89005861,#사찰 #한적한,,
일성사,0,지역사찰,대구 남구 대명복개로3길 19-20,유,-,053-622-7875,128.5610303,35.8407017,#사찰 #한적한,,
다보사,0,지역사찰,대구 동구 파계로 107-12,유,-,053-986-4548,128.6941837,35.97340103,#사찰 #한적한,,
수법사,0,지역사찰,대구 동구 용천로 437,유,-,053-981-4770,128.6712396,35.98824682,#사찰 #한적한,,
애니멀밸리,0,동물원,대구 달성군 가창면 가창로175길 8,유,-,053-608-5000,128.6354479,35.7880377,#아이와놀자 #포토존,,
동림상패,0,토속/특산물/기념품매장,대구 중구 국채보상로149길 87 1층,유,-,053-423-1773,128.6074002,35.83433604,#특산물,,
녹동서원,0,서원/향교/서당,대구 달성군 가창면 우록길 218,유,-,053-767-5790,128.6465962,35.72333308,#억새밭,,
설선당,0,서원/향교/서당,대구 동구 파계로 741,유,-,-,128.6404672,36.00150278,#자연 #서원 #한적한,,
국우동탱자나무,0,일반관광지,대구 북구 도남길 45-7,유,-,-,128.5803595,35.95304129,#산책로,,
도원소류지,0,지역호수/저수지,대구 달서구 도원동,유,-,-,128.5541762,35.78830278,#자연 #한적한 #저수지,,
백년사,0,지역사찰,대구 북구 학정로42길 26-39,유,-,-,128.5595307,35.92485451,#사찰 #한적한,,
퀸스로드패션타운,0,먹거리/패션거리,대구 서구 중리동 1136-163,유,-,-,128.5443627,35.86183228,#특산물,,
양말골목,0,먹거리/패션거리,대구 중구 대신동,유,-,-,128.5820481,35.86572908,#특산물,,
비슬산드라이브코스,0,먹거리/패션거리,대구 달성군 유가읍 양리 586,유,-,-,128.491971,35.70295777,#드라이브명소,,
용연사,0,유명사찰,대구 달성군 옥포읍 용연사길 260,유,-,053-616-8846,128.5201653,35.74783467,#사찰 #한적한,,
진각사,0,지역사찰,대구 달서구 송현로12안길 9,유,-,-,128.6569729,35.96725966,#사찰 #한적한,,
적묵당,0,서원/향교/서당,대구 동구 중대동 산 7-3,유,-,-,128.6404672,36.00150278,#자연 #서원 #한적한,,
화장사,0,지역사찰,대구 달성군 화원읍 비슬로522길 41,유,-,053-632-5516,128.5017145,35.80268109,#사찰 #한적한,,
무광산사,0,지역사찰,대구 남구 영선시장1길 2,유,-,053-477-0108,128.5913499,35.85035261,#사찰 #한적한,,
선광사,0,지역사찰,대구 남구 고산3길 36,유,-,-,128.4436505,35.90040312,#사찰 #한적한,,
효총사,0,지역사찰,대구 북구 대학로 5,유,-,053-959-0490,128.6022867,35.88856723,#사찰 #한적한,,
대구진골목,0,먹거리/패션거리,대구 중구 중앙대로 403,유,-,-,128.5929328,35.86882216,#특산물 #먹거리,,
동화사,0,유명사찰,대구 남구 봉덕로9길 67,유,-,053-424-1566,128.7042034,35.99301808,#사찰 #한적한,,
독암서당,0,서원/향교/서당,대구 동구 팔공로68길 36,유,-,-,128.6450035,35.93087891,#자연 #서원 #한적한,,
신덕지,0,지역호수/저수지,대구 동구 신평동,유,-,-,128.6969649,35.88292913,#자연 #한적한 #저수지,,
신낙지,0,지역호수/저수지,대구 북구 관음동 394-1,유,-,-,128.5378329,35.94347631,#자연 #한적한 #저수지,,
용정지,0,지역호수/저수지,대구 동구 신용동,유,-,-,128.6485808,35.98460543,#자연 #한적한 #저수지,,
선주사,0,지역사찰,대구 수성구 파동로30길 6-20,유,-,053-763-7252,128.6152771,35.81651568,#사찰 #한적한,,
신광사,0,지역사찰,대구 남구 앞산순환로 442,유,-,053-656-4274,128.5742977,35.83016718,#사찰 #한적한,,
개원사,0,지역사찰,대구 동구 효동로 123-4,유,-,053-942-9111,128.6448529,35.9318726,#사찰 #한적한,,
아양기찻길,0,일반관광지,대구 동구 해동로 82,유,-,-,128.6384004,35.89025631,#나들이,,
금성사,0,지역사찰,대구 중구 큰장로26길 65,유,-,-,128.461019,35.7915712,#사찰 #한적한,,
갓바위,0,일반관광지,대구 동구 진인동 123-30,유,"정식 명칭은 관봉 석조여래좌상이며, 이름과 달리 바위가 아닌 불상입니다. 갓바위에서 정성껏 소원을 빌면 누구에게나 한 가지 소원은 꼭 들어준다는 말이 있어 전직 대통령들도 찾았던 곳이라고 하지요. 이곳에는 수험생 자녀를 둔 어머니 등산객이 늘 주류를 이루는 편입니다. 갓바위 앞 전망대에서는 수많은 봉우리로 연결된 팔공산자락이 한눈에 보입니다.",-,128.7262061,35.97108022,#나들이 #단풍명소,,
연통사,0,지역사찰,대구 동구 팔공로205길 97,유,-,-,128.6938782,35.95760037,#사찰 #한적한,,
화원유원지화원동산전망대,0,일반관광지,대구 달성군 화원읍 사문진로1길 40-14,유,-,053-659-4465,128.4834403,35.81454892,#산책로 #한적한,,
오설지,0,지역호수/저수지,대구 달성군 구지면 오설리 181,유,-,-,128.3763033,35.68004498,#자연 #한적한 #저수지,,
서리지,0,지역호수/저수지,대구 북구 동호동 73,유,-,-,128.5646108,35.96572352,#자연 #한적한 #저수지,,
중대지,0,지역호수/저수지,대구 동구 중대동 67-3,유,-,-,128.6377832,35.99118022,#자연 #한적한 #저수지,,
선물앤건강,0,토속/특산물/기념품매장,대구 수성구 수성로72길 7,유,-,0505-599-8755,128.6143299,35.8562842,#특산물,,
하중도유채꽃단지,0,유명관광지,대구 북구 노곡동,유,-,053-589-5847,128.5629163,35.90240579,#벚꽃명소 #억새밭 #포토존,,
미타선원,0,지역사찰,대구 달성군 가창면 가창로108길 69,유,-,053-767-9869,128.6580011,35.76036304,#사찰 #한적한,,
귀금속거리,0,먹거리/패션거리,대구 중구 용덕동,유,-,-,128.5972403,35.8743449,#특산물,,
비슬산참꽃문화제,0,지역축제,대구 달성군 유가읍 일연선사길 99,유,-,053-715-1293,128.5170797,35.69128128,#진달래,,
토이빌리지,0,테마공원/대형놀이공원,대구 동구 혁신대로 468,유,-,053-964-0099,128.7480382,35.87406888,#어린이날선물,,
가창우록리먹거리마을,0,먹거리/패션거리,대구 달성군 가창면 우록1길 20-20,유,-,-,128.6434856,35.72249942,#특산물 #먹거리,,
달창지길,0,먹거리/패션거리,대구 달성군 유가읍 한정리,유,-,-,128.4600486,35.64364126,#특산물 #먹거리,,
오천서원,0,서원/향교/서당,대구 수성구 파동로2안길 20,유,-,-,128.6302173,35.80607076,#자연 #서원 #한적한,,
대덕지,0,지역호수/저수지,대구 수성구 범물동,유,-,-,128.6656927,35.82847236,#자연 #한적한 #저수지,,
장곡지,0,지역호수/저수지,대구 군위군 산성면 운산리 36,유,-,-,128.4294764,35.87094446,#자연 #한적한 #저수지,,
도덕지,0,지역호수/저수지,대구 북구 연경동,유,-,-,128.6076219,35.97444531,#자연 #한적한 #저수지,,
위천하우스공예,0,토속/특산물/기념품매장,대구 달성군 논공읍 성산로 1249,유,-,053-616-5038,128.3960536,35.75886256,#특산물,,
추명사,0,지역사찰,대구 동구 파계로112길 30,유,-,-,128.6353405,35.97840643,#사찰 #한적한,,
수성못페스티벌,0,지역축제,대구 수성구 두산동 499-4,유,-,-,128.6196668,35.82911329,#잔디마당,,
붓다사,0,지역사찰,대구 달서구 수밭길 60-25,유,-,053-633-4466,128.5482753,35.79491137,#사찰 #한적한,,
티켓아이원,0,먹거리/패션거리,대구 수성구 들안로 49,유,-,070-7717-9332,128.6162428,35.83425351,#특산물,,
대구동성로축제,0,지역축제,대구 중구 동성로2길 27,유,-,053-423-3337,128.5937153,35.86715644,#축제,,
지동지,0,지역호수/저수지,대구 달성군 현풍읍 지리,유,-,-,128.4280918,35.66988961,#자연 #한적한 #저수지,,
정대지,0,지역호수/저수지,대구 달성군 가창면 정대리,유,-,-,128.5511598,35.74143696,#자연 #한적한 #저수지,,
장구지,0,지역호수/저수지,대구 달성군 다사읍 문양리,유,-,-,128.4263656,35.87918816,#자연 #한적한 #저수지,,
서곡지,0,지역호수/저수지,대구 달성군 다사읍 문양리,유,-,-,128.4334019,35.87991671,#자연 #한적한 #저수지,,
법륜사,0,지역사찰,대구 달서구 구마로14남길 72,유,-,053-522-8686,128.5108201,35.90137364,#사찰 #한적한,,
능인선원,0,지역사찰,대구 수성구 동대구로 218-12,유,-,053-753-6875,128.625835,35.84972662,#사찰 #한적한,,
묘적사,0,지역사찰,대구 동구 노실길 132-5,유,-,053-964-6491,128.7597305,35.88762621,#사찰 #한적한 #템플스테이,,
우정사,0,토속/특산물/기념품매장,대구 중구 달구벌대로 지하 2160 메트로프자라 F228호,유,-,053-422-7545,128.5992313,35.86317194,#사찰 #한적한,,
법황사,0,지역사찰,대구 수성구 명덕로 423,유,-,053-428-8181,128.6165511,35.85450012,#사찰 #한적한,,
금강선원,0,지역사찰,대구 달서구 월배로 323,유,-,-,128.5018936,35.80067908,#사찰 #한적한,,
의밀심인당,0,지역사찰,대구 중구 달성로21길 84,유,-,-,128.5985904,35.85577904,#사찰 #한적한,,
만수지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,유,-,-,128.4906392,35.73969251,#자연 #한적한 #저수지,,
월곡지,0,지역호수/저수지,대구 달서구 상인동 1328-1,유,-,-,128.5660232,35.80738962,#자연 #한적한 #저수지,,
구미지,0,지역호수/저수지,대구 동구 도동 730-2,유,-,-,128.6709643,35.91527062,#자연 #한적한 #저수지,,
천명사,0,지역사찰,대구 서구 평리로 166-1,유,-,-,128.7177564,35.95407721,#사찰 #한적한,,
월인사,0,지역사찰,대구 달성군 가창면 가창로85길 52,유,-,053-767-3971,128.6512354,35.74764621,#사찰 #한적한,,
보은정사,0,지역사찰,대구 달성군 가창면 가창로75길 7-4,유,-,053-768-4742,128.650789,35.74657238,#사찰 #한적한,,
황룡사,0,지역사찰,대구 달서구 앞산순환로 290-38,유,-,053-621-2389,128.5932714,35.923494,#사찰 #한적한,,
큰장길침구류명물거리,0,먹거리/패션거리,대구 서구 내당동,유,-,-,128.5718472,35.86380833,#특산물,,
보현정사,0,지역사찰,대구 동구 동촌로41길 31-12,유,-,-,128.6631188,35.88443442,#사찰 #한적한,,
도림사,0,지역사찰,대구 서구 통학로38길 24-2,유,-,010-3671-6343,128.7324448,35.94766257,#사찰 #한적한,,
완전지,0,지역호수/저수지,대구 북구 국우동 33,유,-,-,128.5867608,35.95756733,#자연 #한적한 #저수지,,
극락정사,0,지역사찰,대구 수성구 청수로35길 135-7,유,-,053-765-3737,128.6348567,35.84281044,#사찰 #한적한,,
청룡사,0,지역사찰,대구 서구 서대구로34길 14-1,유,-,053-556-5077,128.58731,35.84427608,#사찰 #한적한,,
이곡지,0,지역호수/저수지,대구 북구 서변동,유,-,-,128.7206601,35.88727951,#자연 #한적한 #저수지,,
대승원,0,지역사찰,대구 달서구 앞산순환로 263,유,-,-,128.5567385,35.82651102,#사찰 #한적한,,
석주사,0,지역사찰,대구 달성군 가창면 가창로10길 16-38,유,-,-,128.6773872,35.72327347,#사찰 #한적한,,
도성사,0,지역사찰,대구 동구 도평로77길 261,유,-,053-982-2500,128.6578088,35.94178299,#사찰 #한적한,,
대명심인당,0,지역사찰,대구 남구 현충서길 128,유,-,053-625-6626,128.5800074,35.84951278,#사찰 #한적한,,
사배지,0,지역호수/저수지,대구 달성군 유가읍 도의리 99,유,-,-,128.4655942,35.66341547,#자연 #한적한 #저수지,,
대곡지,0,지역호수/저수지,대구 동구 지묘동,유,-,-,128.6437508,35.94999644,#자연 #한적한 #저수지,,
대구구도회,0,지역사찰,대구 남구 큰골길 24,유,-,-,128.5774755,35.83767071,#사찰 #한적한,,
개천사,0,지역사찰,대구 중구 명륜로23길 38-10,유,-,-,128.5963646,35.86174518,#사찰 #한적한,,
보림사,0,지역사찰,대구 남구 현충로24길 24-18,유,-,053-626-7570,128.7144644,35.95927864,#사찰 #한적한,,
낙산심인당,0,지역사찰,대구 동구 안심로22길 14-1,유,-,053-941-1170,128.6955016,35.86613482,#사찰 #한적한,,
헌책방거리,0,먹거리/패션거리,대구 중구 남산동,유,-,-,128.5919035,35.86208089,#책 #특산물,,
손으로만드는행복,0,토속/특산물/기념품매장,대구 달성군 현풍읍 현풍중앙로 64,유,-,053-323-8119,128.4454168,35.69508057,#특산물,,
팔공산케이블카,0,일반관광지,대구 동구 팔공산로185길 51,유,-,053-982-8803,128.6948401,35.99086103,#나들이 #단풍명소 #벚꽃명소 #산책로 #포토존,,
김흥1지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,유,-,-,128.4888808,35.74889166,#자연 #한적한 #저수지,,
